Health C_1,BHCMIS Org,BPHC Assig,Site Name,Site Addre,Site City,Site State,Geocoding,Geocodin_1
H80CS08218,452070,BPS-H80-027974,Glasscock Healthy Kids Clinic,773 E Main St,Lebanon,KY,-85.23186048,37.57593779
H80CS00080,34210,BPS-H80-011878,Green Bank Elementary-Middle School Wellness Center,5917 Potomac Highlands Trl,Green Bank,WV,-79.82446476,38.42550723
H80CS00682,31220,BPS-H80-031679,Laurel Dental - Blossburg,116 Seymour St,Blossburg,PA,-77.06054531,41.6823212
H80CS00576,40400,BPS-H80-013146,SOUTHSIDE MEDICAL CENTER - Jackson Clinic,176 Lyons St,Jackson,GA,-83.96040721,33.2959058
H80CS00445,101020,BPS-H80-003741,Sea Mar CHC - Burien Ambaum Blvd. SW,14434 Ambaum Blvd SW,Burien,WA,-122.3472572,47.47283123
H80CS00402,53160,BPS-H80-014458,CHEBOYGAN INTERMEDIATE SCHOOL,905 W Lincoln Ave,Cheboygan,MI,-84.49600209,45.63414336
H80CS00735,41700,BPS-H80-007372,RONALD MCDONALD CARE MOBILE,1454 Madison Ave W,Immokalee,FL,-81.43242681,26.44220923
H80CS08226,718570,BPS-H80-018891,Eastern Iowa Dental Center,1225 3rd Ave SE,Cedar Rapids,IA,-91.65505317,41.9834091
H80CS00693,40380,BPS-H80-010125,Jessie Furlow Medical Center,1249 Strong Rd,Quincy,FL,-84.55128303,30.57036012
H80CS04219,92420,BPS-H80-018375,OLE Health - County Campus,2751 Napa Valley Corporate Dr Ste 1100,Napa,CA,-122.2745272,38.2483908
H80CS00202,60240,BPS-H80-004477,FCCH/EDGEWOOD CENTER,8 Medical Center Rd,Edgewood,NM,-106.1927572,35.09721715
H80CS00790,53020,BPS-H80-005247,MN Community Care - West Side Dental,478 Robert St S,Saint Paul,MN,-93.08076897,44.93165134
H80CS00504,67570,BPS-H80-031299,Temporary Site - CareSouth/Southern University Employee Wellness Clinic,Swan Ave,Baton Rouge,LA,-91.18117469,30.52369504
H80CS00677,101540,BPS-H80-030408,Peninsula Community Health Services - Agape,4841 Auto Center Way Ste 203,Bremerton,WA,-122.6787492,47.56288749
H80CS00535,70890,BPS-H80-015653,Siouxland Community Health of Nebraska,3410 Futures Dr,South Sioux City,NE,-96.43054435,42.45905239
H80CS00051,91140,BPS-H80-022195,Daly City Youth Health Center,"350 90th St, Floor 3RD",Daly City,CA,-122.473096,37.69155398
H80CS01443,107920,BPS-H80-000315,Lane County Mental Health,2411 Martin Luther King Jr Blvd,Eugene,OR,-123.0730333,44.05982
H80CS10748,91080,BPS-H80-030131,San Ysidro Health San Diego PACE/Senior Health Services Chula Vista,880 Third Ave,Chula Vista,CA,-117.0722157,32.62157029
H80CS00050,91120,BPS-H80-018766,George & Cynthia Miller Wellness Center,25 Allen St,Martinez,CA,-122.1331315,38.00739515
H80CS00207,60940,BPS-H80-018028,ARcare-59,416 E Washington Ave,Jonesboro,AR,-90.70178661,35.83839456
H80CS28202,04E01125,BPS-H80-014674,HealthFirst Bluegrass Newtown- Dental,650 Newtown Pike,Lexington,KY,-84.49908908,38.06496089
H80CS00877,910260,BPS-H80-004178,SBFHC - REDONDO BEACH,2114 Artesia Blvd Ste 210,Redondo Beach,CA,-118.3734889,33.87271105
H80CS00571,10760,BPS-H80-031615,Amoskeag Health at Southside Middle School,300 S Jewett St Rm 119,Manchester,NH,-71.43789198,42.9682055
H80CS12859,4.00E+13,BPS-H80-012090,Heart of Florida Health Center Reddick,4500 NW 152nd Ln,Reddick,FL,-82.19976884,29.37047957
H80CS00056,102340,BPS-H80-000149,FEDERAL WAY PUBLIC HLTH CTR,33431 13th Pl S,Federal Way,WA,-122.3167138,47.3020031
H80CS00143,93210,BPS-H80-028254,Camarena Health Oakhurst Urgent Care,49165 Road 426,Oakhurst,CA,-119.6505034,37.33012489
H80CS07914,218870,BPS-H80-009990,JHS 126 School-Based Health Center,424 Leonard St,Brooklyn,NY,-73.94861455,40.71974721
H80CS00641,63730,BPS-H80-001381,BOSTON MOUNTAIN RURAL HEALTH CENTER,2263 Highway 65 N,Marshall,AR,-92.66307593,35.90826741
H80CS00181,45800,BPS-H80-032093,GOSHEN MEDICAL CENTER - NEW BERN T,4007 M L King Jr Blvd,New Bern,NC,-77.11741786,35.09488187
H80CS00553,63740,BPS-H80-030166,Community Healthcare Center - Denver Campus,804 Denver St,Wichita Falls,TX,-98.50816745,33.90474298
H80CS12878,3.00E+52,BPS-H80-008242,Brandon Wellness Center,99 Horseshoe Dr,Philippi,WV,-79.99260524,39.10757877
H80CS06666,112210,BPS-H80-007085,MOLAR EXPRESS-DENTAL VAN / Mobile Medical Unit Primary Care,311 Doric Ave,Cranston,RI,-71.42702007,41.77628405
H80CS08218,452070,BPS-H80-029402,Womens Care of the Bluegrass-Shelbyville,615 11th St,Shelbyville,KY,-85.22537999,38.21001698
H80CS29012,08E01199,BPS-H80-015602,Marias Healthcare Services Inc - Shelby,670 Park Ave,Shelby,MT,-111.8504266,48.51026867
H80CS00097,44310,BPS-H80-030897,MCR Health Venice Pediatrics,119 Shamrock Blvd,Venice,FL,-82.42207611,27.07369222
H80CS00706,52710,BPS-H80-005927,COOK CONVAL & NURSING CARE UNIT,10 5th St SE,Cook,MN,-92.67998483,47.853153
H80CS00201,50990,BPS-H80-017234,HealthSource Anderson Ob/Gyn,8000 5 Mile Rd Ste 207,Cincinnati,OH,-84.35144286,39.08539466
H80CS28987,09E01183,BPS-H80-022191,Complete Care Community Health Center - N. Vermont Avenue,1300 N Vermont Ave Ste 606,Los Angeles,CA,-118.2917325,34.09621699
H80CS28997,10E01196,BPS-H80-015456,Girdwood Health Clinic,131 Lindblad Ave,Girdwood,AK,-149.1339339,60.96389817
H80CS26627,09E01103,BPS-H80-021948,Serve the People Mobile Dental Clinic,1206 E 17th St,Santa Ana,CA,-117.853944,33.75983253
H80CS00081,40340,BPS-H80-000532,AZA HEALTH,1213 State Road 20,Interlachen,FL,-81.89890101,29.62589247
H80CS00313,21510,BPS-H80-010674,LIFQHC Hempstead,135 Main St,Hempstead,NY,-73.62614094,40.71102023
H80CS26623,09E00352,BPS-H80-018226,SAMAHAN HEALTH CENTERS: ERMA ROAD,9855 Erma Rd Ste 105-106,San Diego,CA,-117.1142713,32.9196663
H80CS00263,66540,BPS-H80-027837,Mobile Unit #2,400 Austin St,Richmond,TX,-95.76013484,29.57830677
H80CS00705,31700,BPS-H80-029658,Donora Family Medicine,718 Mckean Ave,Donora,PA,-79.85600917,40.17960698
H80CS00867,613350,BPS-H80-014971,Tangipahoa Community Health Center,42351 Phyllis Ann Dr,Hammond,LA,-90.48010109,30.47635179
H80CS00225,91540,BPS-H80-019351,Harding Street Clinic,833 W Washington Blvd,Crescent City,CA,-124.2117684,41.77266357
H80CS08766,322280,BPS-H80-024542,West Cecil Health Center,223 S Bohemia Ave,Cecilton,MD,-75.86949853,39.40076718
H80CS00160,21520,BPS-H80-003593,OPEN DOOR MT. KISCO CLINIC,30 W Main St,Mount Kisco,NY,-73.73004729,41.20936628
H80CS10591,3.00E+60,BPS-H80-012550,CCI-Silver Spring,8630 Fenton St Ste 1200,Silver Spring,MD,-77.02839718,38.99816494
H80CS08772,73430,BPS-H80-008689,GraceMed Downing Family Clinic,2201 E 25th St N Bldg 200,Wichita,KS,-97.310166,37.72997553
H80CS00695,20700,BPS-H80-030853,HEALTH PROMED FOUNDATION,121 Ave Ponce De Leon,Guaynabo,PR,-66.11638531,18.43653862
H80CS00287,99010,BPS-H80-030356,SAN JACINTO ADMINISTRATIVE SITE,1695 S San Jacinto Ave Ste L,San Jacinto,CA,-116.954575,33.77096801
H80CS40219,08E01423,BPS-H80-032236,Flathead Community Health Center - Elrod Elementary,412 3rd Ave W Rm L,Kalispell,MT,-114.316716,48.19364649
H80CS00466,90030,BPS-H80-009168,Center for Children,1856 E Florence Blvd,Casa Grande,AZ,-111.7073191,32.87965453
H80CS00265,90200,BPS-H80-031729,SCFHC Vision Center,4411 S Central Ave,Los Angeles,CA,-118.2565175,34.00353402
H80CS00484,40760,BPS-H80-007483,MCCOY ELEMENTARY SCHOOL,1835 School Dr,Yazoo City,MS,-90.41324291,32.87495997
H80CS00275,77200,BPS-H80-005335,Jordan Valley Community Health Center - Express Care,618 N Benton Ave,Springfield,MO,-93.28765286,37.21459045
H80CS26598,04E01085,BPS-H80-017517,Family Health Group Lewisburg,1090 N Ellington Pkwy Ste 102,Lewisburg,TN,-86.78710524,35.4648009
H80CS26585,06E01060,BPS-H80-021182,Afton Community Health Center,21965 Bison Drive,Afton,OK,-94.96586997,36.69789998
H80CS00279,612200,BPS-H80-024988,Mount Ida School Based Health Center-High School Campus,338 Whittington St,Mount Ida,AR,-93.63749221,34.55643465
H80CS00598,20650,BPS-H80-001108,Centro de Salud Integral en Toa Alta,86 Calle Luis Munoz Rivera,Toa Alta,PR,-66.25209189,18.38602845
H80CS29004,05E01170,BPS-H80-017561,Howard Brown Sheridan,4025 N Sheridan Rd,Chicago,IL,-87.65453205,41.95518756
H80CS08739,911950,BPS-H80-008862,Aria Community Health Center Lemoore,140 C St,Lemoore,CA,-119.7823714,36.30110688
H80CS00134,80030,BPS-H80-007659,Convenient Care Community Clinic,1131 Main St,Alamosa,CO,-105.873907,37.46820744
H80CS00618,40310,BPS-H80-017160,Santa Clara Elementary School,1051 NW 29th Ter,Miami,FL,-80.21255496,25.80464002
H80CS04289,619490,BPS-H80-032151,Lone Star Circle of Care OB/GYN at MoPac North,12201 Renfert Way Ste 220,Austin,TX,-97.70501642,30.41009289
H80CS00275,77200,BPS-H80-029711,Hollister R-V - Hollister High School,2112 State Highway Bb,Hollister,MO,-93.19050796,36.6215234
H80CS11298,630790,BPS-H80-029643,CommUnityCare South Brook Pediatrics,6425 S Interstate 35 Ste 100,Austin,TX,-97.76914527,30.19139802
H80CS12851,9.00E+08,BPS-H80-021232,All For Health-Montrose,2048 Montrose Ave,Montrose,CA,-118.2248324,34.2059483
H80CS00618,40310,BPS-H80-021637,EWF Stirrup Elementary School,330 NW 97th Ave,Miami,FL,-80.35334965,25.77000226
H80CS29024,03E00360,BPS-H80-030779,Temporary Site- Berks Street Annex,2001 W Berks St,Philadelphia,PA,-75.16681529,39.98301252
H80CS00061,20490,BPS-H80-008551,Ryan Center | Adair,565 Manhattan Ave,New York,NY,-73.95345569,40.80967871
H80CS00173,34180,BPS-H80-019253,EMPORIA MEDICAL CENTER,510 N Main St,Emporia,VA,-77.53752991,36.69685094
H80CS00543,63620,BPS-H80-018830,"Variety Care, General Pershing Wellness Campus",2617 General Pershing Blvd,Oklahoma City,OK,-97.56124633,35.47459997
H80CS00142,93110,BPS-H80-014547,AltaMed PACE - South Los Angeles,1776 E Century Blvd,Los Angeles,CA,-118.2413192,33.94556222
H80CS06716,623760,BPS-H80-014705,"JEFFERSON COMMUNITY HEALTH CARE CENTERS, INC.",4028 US-90,Westwego,LA,-90.22673551,29.9114922
H80CS08234,921760,BPS-H80-032037,Temporary Site - Mobile Site,150 Glasson Way,Grass Valley,CA,-121.047057,39.22878597
H80CS08220,101250,BPS-H80-000119,TANANA CHIEFS CONFERENCE,122 1st Ave,Fairbanks,AK,-147.7084174,64.84420167
H80CS00785,42780,BPS-H80-011080,Carolina Community Pharmacy at Carolina Village,420 Epting Ave,Greenwood,SC,-82.15744341,34.17131348
H80CS00792,50840,BPS-H80-008094,FAMILY HEALTH CENTER/MARSHFIELD CLINIC-LAKE HALLIE CENTER,12961 27th Ave,Chippewa Falls,WI,-91.40866973,44.88252253
H80CS00324,57580,BPS-H80-005757,"UNIVERSITY OF ILLINOIS MEDICAL CENTER - MILE SQUARE HEALTH CENTER, NATIONAL TEACHERS ACADEMY HEALTH AND WELLNESS CENTER",55 W Cermak Rd,Chicago,IL,-87.62861186,41.8528076
H80CS26616,09E01093,BPS-H80-013644,Benevolence Health Center,611 E Imperial Hwy Ste 107,Los Angeles,CA,-118.264506,33.93106748
H80CS00615,91600,BPS-H80-005432,Omni Family Health,655 S Central Valley Hwy,Shafter,CA,-119.2645486,35.49511703
H80CS00188,42430,BPS-H80-008621,D&#39;Iberville Health Center,3446 Popp's Ferry Rd,Diberville,MS,-88.89715868,30.44666733
H80CS00700,47060,BPS-H80-018088,LRMC-Mobile Van #3,4303 Live Oak Dr,Little River,SC,-78.59916224,33.882858
H80CS00618,40310,BPS-H80-021459,Biscayne Elementary School,800 77th St,Miami Beach,FL,-80.12678538,25.86198154
H80CS26588,04E01095,BPS-H80-032034,Christ Health Center Administrative Center - Montclair Road,750 Montclair Rd,Birmingham,AL,-86.75106865,33.51265792
H80CS06459,618980,BPS-H80-014889,RKM at Albany Middle,30051 E School St,Albany,LA,-90.58205937,30.50070085
H80CS00471,51660,BPS-H80-028353,Rock Hill Schools,2325C County Road 26,Ironton,OH,-82.66146665,38.61334628
H80CS07914,218870,BPS-H80-015588,Metro Community Health Centers - Bronx,979 Cross Bronx Expy,Bronx,NY,-73.88407197,40.83923807
H80CS24168,04E00512,BPS-H80-031098,Bourbon Co High School Based Health,3341 Lexington Rd,Paris,KY,-84.27383729,38.19507242
H80CS24098,05E00466,BPS-H80-021483,SIU Center for Family Medicine-Transitions of Western Illinois,4409 Maine St Ste 100,Quincy,IL,-91.3450235,39.93078264
H80CS04200,712430,BPS-H80-030312,Osceola Office,219 W Washington St,Osceola,IA,-93.76870001,41.0349175
H80CS00171,20010,BPS-H80-019451,"Neighborhood Health Center Blasdell dba Neighborhood Health Center of WNY, Inc.",4233 Lake Ave,Blasdell,NY,-78.82231633,42.79669678
H80CS00689,50360,BPS-H80-000646,Great Lakes Bay Health Centers Bridgeport,6297 Dixie Hwy,Bridgeport,MI,-83.87275128,43.35453804
H80CS10608,9.00E+66,BPS-H80-031104,Central City Community Health Center - Lincoln 1,1820 W Lincoln Ave,Anaheim,CA,-117.94681,33.83242249
H80CS00341,510220,BPS-H80-001933,PRIMECARE FULLERTON,3924 W Fullerton Ave,Chicago,IL,-87.7253557,41.92452237
H80CS00549,33770,BPS-H80-007098,Greater Baden Medical Services at Leonardtown,23140 Moakley St Ste 4,Leonardtown,MD,-76.64123507,38.30391441
H80CS00655,40900,BPS-H80-018333,CommWell Health - Bolivia,4311 Old Ocean Hwy,Bolivia,NC,-78.1414431,34.07647321
H80CS07914,218870,BPS-H80-021867,PS 243,1580 Dean St,Brooklyn,NY,-73.93506236,40.67602884
H80CS26563,07E01084,BPS-H80-014482,"Crider Health Center, Inc.",1780 Old Highway 50 E Ste 102,Union,MO,-90.95291086,38.43700072
H80CS28960,07E01216,BPS-H80-024717,Everest Middle School,221 S 7th St,Everest,KS,-95.42695436,39.67407889
H80CS00101,45500,BPS-H80-014864,"Premier Community HealthCare Group, Inc.",10605 US Highway 301,Dade City,FL,-82.18779269,28.3120019
H80CS40219,08E01423,BPS-H80-032230,Flathead Community Health Center - Addiction Services,1312 N Meridian Rd,Kalispell,MT,-114.3300272,48.21681394
H80CS26619,9.00E+280,BPS-H80-013327,Kedren Community Care Clinic,4211 Avalon Blvd Ste A,Los Angeles,CA,-118.2653074,34.00720898
H80CS00720,61920,BPS-H80-013240,David Raines Community Health Center,3021 W 70th St,Shreveport,LA,-93.78735402,32.44196253
H80CS00453,11640,BPS-H80-032066,Manet Attleboro,8 N Main St,Attleboro,MA,-71.28448203,41.94454401
H80CS00587,97880,BPS-H80-031358,Bolinas Community Health Center,88 Mesa Rd,Bolinas,CA,-122.6971487,37.91056054
H80CS11255,6.00E+70,BPS-H80-020869,Salvation Army Integrated Community Health Center,1618 N Avenue J,Freeport,TX,-95.37279729,28.97618316
H80CS00452,10800,BPS-H80-027710,Family Health Center - HOAP,162 Chandler St,Worcester,MA,-71.81434538,42.26037316
H80CS09959,4.00E+55,BPS-H80-017262,Grace CHC SBH Corbin Primary,3551 5th Street Rd,Corbin,KY,-84.14616523,36.92548271
H80CS00624,11430,BPS-H80-017967,"Julia F. Callahan Elementary School, School Based Health Center",200 Ocallaghan Way,Lynn,MA,-70.98472833,42.4674775
H80CS00828,48430,BPS-H80-004202,ST. JAMES-SANTEE FAMILY HLTH CTR,8189 Choppee Rd,Georgetown,SC,-79.33241054,33.54767352
H80CS24115,09E00427,BPS-H80-011780,Beverly Health Center,8405 Beverly Blvd,Los Angeles,CA,-118.37342,34.0760775
H80CS00394,44110,BPS-H80-015048,United Neighborhood Health Services at Lebanon,410 Hartsville Pike,Lebanon,TN,-86.28628291,36.21217586
H80CS00050,91120,BPS-H80-000885,MOBILE CLINIC SITE,"MULTIPLE SITES EAST,CENTR,WEST",Martinez,CA,-122.11288,37.99411001
H80CS00138,90780,BPS-H80-031640,"Community Medical Centers, Care Link Outreach",2666 West Ln Unit 900,Stockton,CA,-121.2818674,37.98000242
H80CS00786,93640,BPS-H80-013067,Family HealthCare Network - Terra Bella Health Center,9416 Road 238,Terra Bella,CA,-119.0399486,35.96072773
H80CS00533,59700,BPS-H80-019373,Central Counties Health Centers - Christian County,1141 N Cheney St,Taylorville,IL,-89.30699313,39.56074839
H80CS00737,76290,BPS-H80-029698,OneWorld Community Health Centers at ILC,4223 Center St,Omaha,NE,-95.9765436,41.24151059
H80CS00507,45180,BPS-H80-027532,Community Health Care Systems-Bibb,250 Martin Luther King Jr Blvd Ste 200,Macon,GA,-83.62320845,32.8354633
H80CS28977,06E01197,BPS-H80-017752,Triangle Area Network -,3737 N 16th St,Orange,TX,-93.74768618,30.12325614
H80CS08217,627010,BPS-H80-004126,Wellness Pointe - Gilmer,602 Titus St Ste 130,Gilmer,TX,-94.94442261,32.73419121
H80CS00860,46080,BPS-H80-031181,Central MS Health Services Inc. Rosemont Street,1230 Rosemont Ave,Jackson,MS,-90.20510311,32.29147028
H80CS26627,09E01103,BPS-H80-021821,Serve the People Mobile Medical Clinic,1206 E 17th St Ste 101,Santa Ana,CA,-117.853944,33.75983253
H80CS00046,90830,BPS-H80-006072,TC HOUSE,412 E Tunnell St,Santa Maria,CA,-120.430757,34.95749254
H80CS00347,90540,BPS-H80-004271,WILLIAM BYRON RUMFORD MED CLINIC,2960 Sacramento St,Berkeley,CA,-122.2792646,37.85392779
H80CS28361,08E00412,BPS-H80-014947,Silverthorne Elementary,101 Hamilton Creek Rd,Silverthorne,CO,-106.0835585,39.65961449
H80CS00399,52900,BPS-H80-004453,PIKETON FAMILY HEALTH CENTER,7777 US Highway 23,Piketon,OH,-83.01085032,39.06727491
H80CS29012,08E01199,BPS-H80-015584,Marias Healthcare Services - Sunburst,13 1st St S,Sunburst,MT,-111.9086097,48.88284751
H80CS06640,924640,BPS-H80-011371,"West Hawaii Community Health Center, Inc. - - Kealakehe",74-5214 Keanalehu Dr,Kailua Kona,HI,-155.9936266,19.66656611
H80CS26634,03E01047,BPS-H80-030982,Temporary Site - Philadelphia FIGHT Pediatrics,2011 N Mascher St,Philadelphia,PA,-75.13506768,39.98066184
H80CS00581,57110,BPS-H80-029668,Malabar Care Connect,205 W Cook Rd,Mansfield,OH,-82.519678,40.730403
H80CS00046,90830,BPS-H80-001770,COUNTY HLTH CLINIC-SANTA BARBARA,Camino del Rey,Santa Barbara,CA,-119.7884855,34.42914128
H80CS08783,537630,BPS-H80-032427,Muskingum Valley Health Centers,915 Putnam Ave,Zanesville,OH,-82.0068378,39.92445615
H80CS00461,93080,BPS-H80-006443,UC IRVINE MOBILE MEDICINE UNIT,800 N Main St,Santa Ana,CA,-117.8676375,33.75133298
H80CS26190,06E01037,BPS-H80-014689,FAMILY Circle of Care Houston Clinic,214 E Houston St,Tyler,TX,-95.29887242,32.34375089
H80CS00765,90850,BPS-H80-013998,Ampla Health Los Molinos Medical,7981 State Highway 99E,Los Molinos,CA,-122.099919,40.02758289
H80CS00345,30790,BPS-H80-020918,AccessHealth Princeton,904 Harrison St,Princeton,WV,-81.09544371,37.36866065
H80CS00512,49010,BPS-H80-014780,East Georgia Healthcare Center,117 Memorial Dr,Reidsville,GA,-82.1097736,32.08124888
H80CS00135,81030,BPS-H80-017101,Aberdeen Community Health Center,506 S Wilson St,Aberdeen,SD,-98.4616592,45.46009999
H80CS00678,48130,BPS-H80-029764,VHCS Mobile Dental Services,1600 Fort Benning Rd,Columbus,GA,-84.93729297,32.42413401
H80CS22690,5.00E+106,BPS-H80-019680,Bunker Hill Community Unit School District #8,504 E Warren St,Bunker Hill,IL,-89.96089997,39.040002
H80CS08779,627960,BPS-H80-015475,Marlow Community Health Center,1324 S Broadway St,Marlow,OK,-97.96461629,34.63159631
H80CS07914,218870,BPS-H80-022291,PS 044,80 Maple Pkwy,Staten Island,NY,-74.15645876,40.63160961
H80CS00786,93640,BPS-H80-022147,Family HealthCare Network - ACC,290 N Wayte Ln Ste 1700,Fresno,CA,-119.783163,36.74652398
H80CS00415,71190,BPS-H80-009436,Affinia Healthcare 4414 N. Florissant,4414 N Florissant Ave,Saint Louis,MO,-90.20963554,38.66809674
H80CS00732,40330,BPS-H80-004718,JTCHS - Jefferson Reaves House Women's Residental SA Treatment Center (24 Hour),2985 NW 54th St,Miami,FL,-80.24436077,25.82383948
H80CS00636,100160,BPS-H80-001035,MARSING CLINIC,201 W Main St,Marsing,ID,-116.8054761,43.5460826
H80CS00610,45770,BPS-H80-021856,Minor Care Clinic,123 S 27th Ave,Hattiesburg,MS,-89.33059703,31.32309999
H80CS08738,537520,BPS-H80-010460,"Covenant Michigan Avenue Clinic: Suites 1100, 2100, 2300, 5728",5716 Michigan Ave,Detroit,MI,-83.11374321,42.33120054
H80CS33646,09E01237,BPS-H80-029593,KCS Health Center - Commonwealth,8352 Commonwealth Ave,Buena Park,CA,-117.9874551,33.86992132
H80CS08218,452070,BPS-H80-017179,Adair County Elementary Healthy Kids Clinic,870 Indian Dr,Columbia,KY,-85.32903806,37.10977631
H80CS00626,24270,BPS-H80-008962,University Avenue Family Practice,105 Father Zeiser Pl,Bronx,NY,-73.90435157,40.86426992
H80CS00342,62140,BPS-H80-028230,HOPE High School SBHC,200 E 18th St,Hope,AR,-93.58553794,33.65161516
H80CS00287,99010,BPS-H80-030316,EAST COUNTY MEDICAL BEHAVIORAL HEALTH CENTER,8770 Cuyamaca St Ste 4,Santee,CA,-116.9839236,32.83525366
H80CS02331,108170,BPS-H80-031414,Heritage Health - Bryan Elementary - Room 7,802 E Harrison Ave Rm 7,Coeur D Alene,ID,-116.7748402,47.68621248
H80CS00080,34210,BPS-H80-015590,Peterson-Central Elementary School Wellness Center,509 Berlin Rd,Weston,WV,-80.41468707,39.02403221
H80CS00393,43340,BPS-H80-024801,CareConnect Family Practice,9 W Main St,Alamo,GA,-82.77879904,32.14673094
H80CS00196,56440,BPS-H80-019227,East Market Street Warren,1032 E Market St,Warren,OH,-80.80475956,41.23631414
H80CS02468,93530,BPS-H80-003258,SOUTHERN REGION COMM HEALTH CTR,162 Apman Dr,Inarajan,GU,144.7546011,13.28261484
H80CS08217,627010,BPS-H80-030125,Wellness Pointe - Women's Health Center,705 E Marshall Ave Ste 3000,Longview,TX,-94.73040379,32.50289737
H80CS00120,59110,BPS-H80-004519,FFHC-Pulaski,5635 S Pulaski Rd,Chicago,IL,-87.72305252,41.79026499
H80CS26563,07E01084,BPS-H80-028269,Compass Health Inc. Mobile Unit,1800 Community,Clinton,MO,-93.77018059,38.39129801
H80CS26614,09E01052,BPS-H80-030911,"APLA Health - 3717 S. La Brea, Suite 201",3717 S La Brea Ave Ste 201,Los Angeles,CA,-118.3556242,34.01930394
H80CS00082,40490,BPS-H80-014305,Curtis V. Cooper Women's Health Care Center,5354 Reynolds St Ste 420,Savannah,GA,-81.10165369,32.02757184
H80CS00614,30880,BPS-H80-017532,"MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS, INC.",1322 Locust Ave,Fairmont,WV,-80.16429104,39.48067536
H80CS10610,8.00E+68,BPS-H80-021975,Northwest Colorado Health Dental Clinic � Oak Creek,300 E Main St,Oak Creek,CO,-106.9548311,40.27530304
H80CS26510,08E00393,BPS-H80-019354,Axis Health System Oral Health Clinic,2530 Colorado Ave Unit 1A,Durango,CO,-107.8648525,37.29019279
H80CS04223,921340,BPS-H80-004005,Eisner Health,1530 S Olive St,Los Angeles,CA,-118.2651712,34.03546349
H80CS08785,452880,BPS-H80-027213,Gallatin County High School,70 Wildcat Cir,Warsaw,KY,-84.89026492,38.78630258
H80CS00002,10130,BPS-H80-006314,FAMILIES IN TRANSITION-FIT,122 Market St,Manchester,NH,-71.46619935,42.99078733
H80CS00808,92880,BPS-H80-022137,LifeLong East Bay Community Recovery Project - Main Office,2579 San Pablo Ave,Oakland,CA,-122.27571,37.81700098
H80CS24105,07E00470,BPS-H80-013528,"Community Treatment, Inc - Arnold",21 Municipal Dr,Arnold,MO,-90.40391549,38.44511038
H80CS08739,911950,BPS-H80-030434,Aria Community Health Center,569 W Putnam Ave,Porterville,CA,-119.0297026,36.06956682
H80CS00574,100570,BPS-H80-024535,CVCH West Side High School Health Center,1510 9th St,Wenatchee,WA,-120.3401098,47.43275747
H80CS00107,49000,BPS-H80-024555,Scotland Health Center,507 Lauchwood Dr,Laurinburg,NC,-79.47077782,34.7518425
H80CS00081,40340,BPS-H80-008582,AZA HEALTH,22066 SE 71st Ave,Hawthorne,FL,-82.08683376,29.58873075
H80CS00326,12080,BPS-H80-006831,WASHINGTON MIDDLE SCHOOL - SBHC,1225 N Broad St,Meriden,CT,-72.78042871,41.55164226
H80CS12883,6.00E+34,BPS-H80-027723,South Central Medical Center Administrative Office,217 S Main St,Lindsay,OK,-97.6027365,34.83514999
H80CS29018,02E00868,BPS-H80-021876,Springfield Community Health Center,13464 Springfield Blvd,Springfield Gardens,NY,-73.75398226,40.67945263
H80CS00053,92060,BPS-H80-011456,Waikiki Health NextStep,1 Forrest Ave,Honolulu,HI,-157.8645638,21.29818898
H80CS00243,106290,BPS-H80-006398,Outreach Medical Van I,1132 SW 13th Ave,Portland,OR,-122.686795,45.51773936
H80CS00529,31160,BPS-H80-007053,LEWISBERRY  CENTER,308 Market St,Lewisberry,PA,-76.85768447,40.13849555
H80CS00188,42430,BPS-H80-031512,SBHC - Vancleave,12424 Highway 57,Vancleave,MS,-88.69056948,30.52167916
H80CS00409,101770,BPS-H80-010566,FHC Oroville Dental Clinic,1321 Main St,Oroville,WA,-119.4360433,48.93815889
H80CS00207,60940,BPS-H80-032212,KentuckyCare - 153,750 US Highway 60 W,Smithland,KY,-88.40513306,37.13170702
H80CS00867,613350,BPS-H80-012437,West Jefferson School Based Health Center,2200 8th St,Harvey,LA,-90.07437342,29.90403532
H80CS00196,56440,BPS-H80-005613,WARREN WEST COMMUNITY HEALTH CTR,716 Tod Ave SW,Warren,OH,-80.82926355,41.2287405
H80CS00394,44110,BPS-H80-008095,Main Street Family Clinic,905 Main St,Nashville,TN,-86.75630535,36.17635378
H80CS00170,20180,BPS-H80-018062,Oak Orchard Community Helath Center - Brockport Administrative,122 West Ave,Brockport,NY,-77.94282133,43.22010137
H80CS07914,218870,BPS-H80-012278,Premium Health Center,620 Foster Ave,Brooklyn,NY,-73.97091142,40.6302639
H80CS00550,93650,BPS-H80-027756,Santa Paula High School,404 N 6th St,Santa Paula,CA,-119.070747,34.355202
H80CS00630,10570,BPS-H80-007179,Eastport Health Care Calais,10 Palmer St,Calais,ME,-67.26952962,45.18063866
H80CS04200,712430,BPS-H80-006916,LAMONI NURSING & REHAB CENTER,215 S Oak St,Lamoni,IA,-93.92393244,40.62212499
H80CS12846,5.00E+15,BPS-H80-018016,Family Health Clinic of Wolcott,128 W Market St,Wolcott,IN,-87.04228968,40.75859997
H80CS00493,100360,BPS-H80-003058,NORTHPORT COMMUNITY HEALTH CTR,411 Summit Ave,Northport,WA,-117.7830905,48.91662323
